Arrival_time,Service_duration,Time_to_abandon,Day
1927.0,750.0,4287.0,1.0
2153.0,121.0,1137.0,1.0
2457.0,143.0,16.0,1.0
2991.0,4378.0,325.0,1.0
3204.0,4277.0,613.0,1.0
3670.0,539.0,15320.0,1.0
4029.0,3804.0,5095.0,1.0
4319.0,3951.0,2611.0,1.0
4397.0,394.0,42.0,1.0
4627.0,6581.0,3647.0,1.0
4798.0,3622.0,2673.0,1.0
5150.0,1416.0,4421.0,1.0
5394.0,703.0,12108.0,1.0
5632.0,389.0,339.0,1.0
6778.0,4319.0,4544.0,1.0
6813.0,1183.0,6811.0,1.0
6874.0,3172.0,1061.0,1.0
7323.0,1891.0,6763.0,1.0
7757.0,3153.0,2285.0,1.0
7878.0,283.0,2528.0,1.0
8254.0,10299.0,9725.0,1.0
8478.0,4653.0,6161.0,1.0
8593.0,1219.0,886.0,1.0
8593.0,2537.0,1157.0,1.0
8649.0,5257.0,2400.0,1.0
9000.0,13580.0,3934.0,1.0
9037.0,14275.0,3389.0,1.0
9389.0,1770.0,1969.0,1.0
9502.0,1709.0,4903.0,1.0
9713.0,2500.0,10718.0,1.0
9854.0,4091.0,10.0,1.0
10258.0,1643.0,8538.0,1.0
10645.0,8191.0,1733.0,1.0
10658.0,4471.0,1189.0,1.0
11524.0,894.0,121.0,1.0
11853.0,13701.0,3692.0,1.0
13308.0,12134.0,5725.0,1.0
13509.0,390.0,3128.0,1.0
13798.0,1492.0,2899.0,1.0
15274.0,540.0,1527.0,1.0
16167.0,1695.0,1755.0,1.0
18324.0,269.0,2356.0,1.0
23847.0,3910.0,4522.0,1.0
30256.0,4046.0,3660.0,1.0
30837.0,4041.0,381.0,1.0
30855.0,2541.0,1961.0,1.0
31438.0,1843.0,1704.0,1.0
31715.0,1209.0,562.0,1.0
31769.0,119.0,757.0,1.0
32132.0,748.0,5853.0,1.0
32360.0,2354.0,1194.0,1.0
32433.0,930.0,2274.0,1.0
32867.0,1835.0,2146.0,1.0
32966.0,2379.0,3188.0,1.0
34090.0,771.0,18715.0,1.0
34134.0,7140.0,78.0,1.0
34431.0,3711.0,3598.0,1.0
34469.0,2448.0,1659.0,1.0
34508.0,4174.0,4024.0,1.0
34795.0,10304.0,3028.0,1.0
34799.0,2227.0,1702.0,1.0
35074.0,296.0,765.0,1.0
35750.0,10752.0,383.0,1.0
35833.0,936.0,2177.0,1.0
36616.0,2639.0,5338.0,1.0
37448.0,1189.0,1607.0,1.0
37505.0,2230.0,8631.0,1.0
37735.0,618.0,8195.0,1.0
37755.0,5185.0,11397.0,1.0
39489.0,14269.0,4087.0,1.0
39866.0,2440.0,2305.0,1.0
40640.0,13298.0,11516.0,1.0
41288.0,3040.0,2601.0,1.0
17.0,1652.0,1003.0,2.0
1428.0,3686.0,759.0,2.0
1988.0,110.0,2176.0,2.0
2364.0,349.0,672.0,2.0
2976.0,363.0,5037.0,2.0
2987.0,561.0,6144.0,2.0
3210.0,418.0,26935.0,2.0
3295.0,1047.0,95.0,2.0
3498.0,5916.0,328.0,2.0
4661.0,531.0,348.0,2.0
5190.0,1504.0,745.0,2.0
5474.0,604.0,2877.0,2.0
5545.0,400.0,245.0,2.0
5637.0,5812.0,1066.0,2.0
5905.0,6210.0,2170.0,2.0
5960.0,1319.0,4321.0,2.0
5979.0,1655.0,4400.0,2.0
6180.0,2107.0,12758.0,2.0
6228.0,2.0,3748.0,2.0
6449.0,190.0,392.0,2.0
