Arrival_time,Service_duration,Time_to_abandon,Day
11.0,1127.0,100.0,1.0
848.0,3668.0,22.0,1.0
1173.0,405.0,2499.0,1.0
1569.0,857.0,455.0,1.0
1603.0,990.0,4818.0,1.0
1723.0,2852.0,734.0,1.0
2524.0,501.0,1629.0,1.0
2585.0,504.0,512.0,1.0
2837.0,1485.0,548.0,1.0
2951.0,4776.0,1437.0,1.0
3095.0,1634.0,1669.0,1.0
3247.0,1475.0,506.0,1.0
3255.0,5173.0,2180.0,1.0
3694.0,2125.0,919.0,1.0
3857.0,2412.0,638.0,1.0
4118.0,1165.0,604.0,1.0
4241.0,1379.0,2100.0,1.0
4669.0,1811.0,441.0,1.0
5134.0,93.0,3060.0,1.0
5165.0,671.0,894.0,1.0
5357.0,3267.0,526.0,1.0
5537.0,1391.0,1304.0,1.0
5567.0,604.0,3950.0,1.0
5651.0,1904.0,2317.0,1.0
5832.0,1640.0,4036.0,1.0
5891.0,64.0,1339.0,1.0
5908.0,37.0,112.0,1.0
6607.0,3283.0,54.0,1.0
6726.0,5329.0,18.0,1.0
6935.0,1806.0,4847.0,1.0
7173.0,232.0,205.0,1.0
7550.0,3484.0,162.0,1.0
7597.0,1302.0,59.0,1.0
7600.0,2403.0,244.0,1.0
7644.0,1131.0,2329.0,1.0
7869.0,431.0,2359.0,1.0
8178.0,1447.0,1659.0,1.0
8532.0,2543.0,1629.0,1.0
8538.0,593.0,836.0,1.0
8549.0,4431.0,2124.0,1.0
8677.0,930.0,1189.0,1.0
8792.0,6897.0,1160.0,1.0
8841.0,1828.0,882.0,1.0
9118.0,2040.0,3907.0,1.0
9178.0,1975.0,3181.0,1.0
9775.0,2359.0,4250.0,1.0
9960.0,914.0,192.0,1.0
10162.0,3208.0,3271.0,1.0
10180.0,2209.0,1347.0,1.0
10811.0,5591.0,4475.0,1.0
11296.0,396.0,1635.0,1.0
11983.0,1453.0,443.0,1.0
12135.0,869.0,2055.0,1.0
12337.0,418.0,193.0,1.0
12355.0,914.0,3820.0,1.0
12605.0,3828.0,3376.0,1.0
13675.0,232.0,3565.0,1.0
13763.0,578.0,2313.0,1.0
14508.0,7847.0,1596.0,1.0
15375.0,1734.0,5412.0,1.0
15869.0,4266.0,1574.0,1.0
15871.0,351.0,4217.0,1.0
16109.0,920.0,1222.0,1.0
16898.0,646.0,2402.0,1.0
17031.0,664.0,720.0,1.0
17676.0,393.0,2217.0,1.0
18222.0,631.0,256.0,1.0
20665.0,803.0,6896.0,1.0
24563.0,190.0,756.0,1.0
25065.0,653.0,2776.0,1.0
26241.0,124.0,1552.0,1.0
27282.0,1300.0,3.0,1.0
27834.0,2218.0,3165.0,1.0
28006.0,262.0,438.0,1.0
28532.0,1613.0,706.0,1.0
29745.0,2769.0,1021.0,1.0
29919.0,3135.0,996.0,1.0
29976.0,112.0,377.0,1.0
30406.0,1628.0,5153.0,1.0
30859.0,4904.0,823.0,1.0
31173.0,268.0,411.0,1.0
31571.0,215.0,123.0,1.0
31759.0,2340.0,210.0,1.0
31914.0,1726.0,2560.0,1.0
31986.0,1051.0,1800.0,1.0
32299.0,39.0,2124.0,1.0
32431.0,4189.0,179.0,1.0
32572.0,788.0,1599.0,1.0
32940.0,1568.0,3821.0,1.0
33037.0,213.0,4096.0,1.0
33052.0,3339.0,176.0,1.0
33234.0,2625.0,942.0,1.0
33387.0,535.0,1356.0,1.0
33390.0,1517.0,2334.0,1.0
33508.0,501.0,1065.0,1.0
33681.0,2146.0,2481.0,1.0
33691.0,503.0,2741.0,1.0
33727.0,101.0,528.0,1.0
33968.0,1372.0,919.0,1.0
34054.0,377.0,1458.0,1.0
34074.0,161.0,282.0,1.0
34122.0,206.0,34.0,1.0
34140.0,1186.0,578.0,1.0
34190.0,25.0,76.0,1.0
34372.0,910.0,798.0,1.0
34668.0,2442.0,980.0,1.0
34699.0,4229.0,2238.0,1.0
34716.0,626.0,119.0,1.0
34794.0,4854.0,1741.0,1.0
34945.0,71.0,2711.0,1.0
35126.0,3608.0,959.0,1.0
35318.0,1318.0,450.0,1.0
35357.0,673.0,710.0,1.0
35474.0,112.0,212.0,1.0
35480.0,755.0,55.0,1.0
35748.0,946.0,6962.0,1.0
36181.0,66.0,563.0,1.0
36332.0,953.0,1435.0,1.0
36509.0,3428.0,328.0,1.0
36924.0,1698.0,127.0,1.0
37220.0,820.0,608.0,1.0
37284.0,8654.0,2066.0,1.0
37356.0,680.0,1261.0,1.0
37433.0,258.0,1716.0,1.0
37446.0,2216.0,2480.0,1.0
37819.0,749.0,871.0,1.0
37888.0,1339.0,1048.0,1.0
37962.0,870.0,1125.0,1.0
37998.0,1056.0,3664.0,1.0
38084.0,366.0,104.0,1.0
38456.0,1227.0,519.0,1.0
38510.0,4797.0,627.0,1.0
38801.0,169.0,1807.0,1.0
38896.0,2662.0,594.0,1.0
38996.0,1852.0,398.0,1.0
39012.0,918.0,600.0,1.0
39099.0,6.0,642.0,1.0
39331.0,857.0,163.0,1.0
39507.0,3942.0,146.0,1.0
39663.0,3221.0,3127.0,1.0
39888.0,1663.0,1255.0,1.0
40361.0,572.0,2524.0,1.0
40390.0,382.0,1387.0,1.0
40437.0,378.0,199.0,1.0
40563.0,3303.0,1018.0,1.0
40728.0,1729.0,1847.0,1.0
40925.0,720.0,4272.0,1.0
41303.0,429.0,2514.0,1.0
41434.0,2506.0,4647.0,1.0
41917.0,6.0,603.0,1.0
42027.0,546.0,1528.0,1.0
42111.0,885.0,112.0,1.0
42451.0,1217.0,186.0,1.0
422.0,1212.0,896.0,2.0
475.0,663.0,800.0,2.0
