Arrival_time,Service_duration,Time_to_abandon,Day
2292.0,4387.0,3723.0,1.0
2615.0,1057.0,1196.0,1.0
2624.0,2997.0,3975.0,1.0
2748.0,858.0,2932.0,1.0
5885.0,899.0,141.0,1.0
6005.0,350.0,1781.0,1.0
6938.0,2974.0,1095.0,1.0
7217.0,27.0,5432.0,1.0
7482.0,2842.0,340.0,1.0
7516.0,132.0,4402.0,1.0
7591.0,1222.0,1757.0,1.0
7993.0,8569.0,3429.0,1.0
8290.0,863.0,5338.0,1.0
8645.0,16.0,2683.0,1.0
8660.0,3097.0,1530.0,1.0
9422.0,3438.0,1265.0,1.0
9437.0,15246.0,5979.0,1.0
10095.0,2617.0,647.0,1.0
10388.0,6411.0,1795.0,1.0
10542.0,3336.0,2089.0,1.0
10944.0,4511.0,8117.0,1.0
11619.0,7509.0,454.0,1.0
13032.0,99.0,7706.0,1.0
14234.0,2707.0,1314.0,1.0
14939.0,2424.0,628.0,1.0
15295.0,2317.0,322.0,1.0
15476.0,374.0,4140.0,1.0
15588.0,685.0,8321.0,1.0
16276.0,3201.0,592.0,1.0
17428.0,1136.0,8129.0,1.0
18065.0,401.0,2471.0,1.0
19206.0,2663.0,378.0,1.0
19519.0,1027.0,10332.0,1.0
20363.0,49.0,277.0,1.0
21176.0,6654.0,5475.0,1.0
22718.0,4865.0,316.0,1.0
25090.0,918.0,7756.0,1.0
25094.0,6108.0,3958.0,1.0
25189.0,2323.0,1236.0,1.0
25302.0,242.0,11398.0,1.0
25419.0,6269.0,162.0,1.0
27742.0,3245.0,1217.0,1.0
28048.0,123.0,1897.0,1.0
28300.0,2366.0,14341.0,1.0
29269.0,6407.0,328.0,1.0
30255.0,1611.0,2921.0,1.0
33065.0,360.0,917.0,1.0
33259.0,6733.0,2823.0,1.0
33311.0,11598.0,2332.0,1.0
35246.0,2471.0,933.0,1.0
36011.0,476.0,848.0,1.0
36211.0,1742.0,1578.0,1.0
36367.0,3800.0,5427.0,1.0
36580.0,4055.0,157.0,1.0
36909.0,1389.0,1247.0,1.0
37935.0,869.0,1319.0,1.0
38071.0,4906.0,3513.0,1.0
38711.0,5335.0,4573.0,1.0
40868.0,1669.0,83.0,1.0
41494.0,9364.0,906.0,1.0
41713.0,2529.0,4627.0,1.0
42217.0,1264.0,13460.0,1.0
43056.0,6144.0,715.0,1.0
617.0,897.0,4489.0,2.0
1165.0,1522.0,5376.0,2.0
1221.0,1441.0,677.0,2.0
1611.0,1127.0,3497.0,2.0
1837.0,319.0,4906.0,2.0
1877.0,2702.0,1841.0,2.0
2872.0,1645.0,12360.0,2.0
3563.0,1313.0,334.0,2.0
3779.0,632.0,3906.0,2.0
3961.0,586.0,3506.0,2.0
4188.0,2643.0,1487.0,2.0
4566.0,430.0,1509.0,2.0
4739.0,683.0,1612.0,2.0
5578.0,2364.0,1742.0,2.0
6686.0,8664.0,2695.0,2.0
8035.0,3727.0,407.0,2.0
8321.0,1090.0,288.0,2.0
8335.0,1713.0,3427.0,2.0
8667.0,810.0,3996.0,2.0
9659.0,15999.0,15085.0,2.0
11115.0,6390.0,675.0,2.0
11362.0,2414.0,1598.0,2.0
12943.0,1857.0,3994.0,2.0
14160.0,1706.0,2647.0,2.0
14320.0,8093.0,3314.0,2.0
14732.0,1557.0,569.0,2.0
15462.0,129.0,590.0,2.0
18680.0,6515.0,14979.0,2.0
20165.0,905.0,1249.0,2.0
23071.0,348.0,637.0,2.0
24110.0,2181.0,1760.0,2.0
24566.0,2234.0,2319.0,2.0
27160.0,5726.0,1367.0,2.0
27586.0,1552.0,12410.0,2.0
28670.0,11284.0,5384.0,2.0
30342.0,1255.0,9011.0,2.0
30460.0,2143.0,283.0,2.0
30557.0,2544.0,1457.0,2.0
31424.0,866.0,818.0,2.0
31798.0,1533.0,1633.0,2.0
31869.0,4597.0,3750.0,2.0
31883.0,201.0,7861.0,2.0
32661.0,12697.0,1737.0,2.0
32741.0,1113.0,2591.0,2.0
33572.0,4622.0,5996.0,2.0
33647.0,9703.0,5885.0,2.0
33924.0,10288.0,2847.0,2.0
34569.0,2289.0,74.0,2.0
35794.0,6086.0,1027.0,2.0
36600.0,89.0,5955.0,2.0
36629.0,11367.0,4911.0,2.0
37638.0,2711.0,1528.0,2.0
38377.0,7239.0,7069.0,2.0
38592.0,771.0,708.0,2.0
38634.0,1896.0,7247.0,2.0
38984.0,3799.0,660.0,2.0
39067.0,613.0,3739.0,2.0
39245.0,6412.0,5817.0,2.0
39351.0,4475.0,11481.0,2.0
39952.0,278.0,3535.0,2.0
41600.0,4434.0,4250.0,2.0
42586.0,4826.0,2514.0,2.0
1242.0,3436.0,4422.0,3.0
2046.0,3930.0,1883.0,3.0
2503.0,4855.0,755.0,3.0
3741.0,6338.0,690.0,3.0
4685.0,8303.0,3772.0,3.0
4861.0,2832.0,6740.0,3.0
5138.0,5144.0,3465.0,3.0
5278.0,9429.0,2727.0,3.0
5596.0,3338.0,3507.0,3.0
6573.0,1601.0,554.0,3.0
7779.0,3433.0,2363.0,3.0
8004.0,703.0,290.0,3.0
8546.0,1777.0,17397.0,3.0
8826.0,565.0,414.0,3.0
8954.0,2108.0,2366.0,3.0
9361.0,396.0,10275.0,3.0
10465.0,3096.0,7470.0,3.0
12270.0,3162.0,2697.0,3.0
14435.0,742.0,3255.0,3.0
15430.0,1081.0,1581.0,3.0
15616.0,831.0,4873.0,3.0
16555.0,2149.0,1466.0,3.0
16679.0,1290.0,13669.0,3.0
16786.0,8275.0,6992.0,3.0
16790.0,2316.0,3433.0,3.0
17276.0,361.0,1598.0,3.0
18123.0,2252.0,929.0,3.0
21109.0,2189.0,11467.0,3.0
21380.0,3568.0,1524.0,3.0
21907.0,443.0,3455.0,3.0
22220.0,3623.0,2080.0,3.0
23822.0,2438.0,14454.0,3.0
24024.0,6028.0,5516.0,3.0
24676.0,1270.0,3711.0,3.0
25364.0,4715.0,1173.0,3.0
25700.0,813.0,2667.0,3.0
26134.0,253.0,682.0,3.0
26629.0,678.0,3262.0,3.0
26990.0,994.0,2500.0,3.0
28012.0,5154.0,1312.0,3.0
28264.0,3987.0,9559.0,3.0
30588.0,4277.0,5590.0,3.0
31792.0,4858.0,2283.0,3.0
31960.0,554.0,470.0,3.0
32026.0,683.0,2666.0,3.0
32502.0,453.0,1792.0,3.0
32833.0,1310.0,3990.0,3.0
33386.0,98.0,2541.0,3.0
33470.0,1266.0,1620.0,3.0
34764.0,2156.0,2296.0,3.0
34950.0,4169.0,940.0,3.0
35296.0,2855.0,1648.0,3.0
35347.0,18919.0,575.0,3.0
35368.0,15269.0,5739.0,3.0
35926.0,1261.0,6739.0,3.0
36191.0,4612.0,318.0,3.0
36294.0,3265.0,4785.0,3.0
37565.0,98.0,986.0,3.0
37823.0,2284.0,707.0,3.0
38038.0,4858.0,3273.0,3.0
38072.0,612.0,407.0,3.0
38262.0,2559.0,248.0,3.0
38429.0,11311.0,972.0,3.0
39480.0,1813.0,229.0,3.0
39999.0,1901.0,5314.0,3.0
40275.0,3440.0,2696.0,3.0
41460.0,3853.0,2322.0,3.0
41666.0,11299.0,242.0,3.0
42185.0,9766.0,12929.0,3.0
106.0,1059.0,79.0,4.0
371.0,749.0,1388.0,4.0
2437.0,1810.0,3009.0,4.0
3025.0,10859.0,4339.0,4.0
3622.0,1948.0,3245.0,4.0
4369.0,5938.0,4540.0,4.0
4605.0,2359.0,12611.0,4.0
4848.0,7563.0,1312.0,4.0
5263.0,2099.0,6447.0,4.0
6115.0,168.0,899.0,4.0
6394.0,773.0,1227.0,4.0
7046.0,964.0,9767.0,4.0
7374.0,8809.0,917.0,4.0
8418.0,587.0,5723.0,4.0
8912.0,3406.0,1749.0,4.0
9003.0,295.0,3923.0,4.0
9059.0,2531.0,159.0,4.0
9144.0,1230.0,305.0,4.0
9602.0,2880.0,4128.0,4.0
10975.0,8788.0,3352.0,4.0
11324.0,7626.0,109.0,4.0
11732.0,1104.0,1684.0,4.0
11845.0,5195.0,4973.0,4.0
12200.0,81.0,3812.0,4.0
12945.0,5860.0,11980.0,4.0
15173.0,1720.0,614.0,4.0
15189.0,1578.0,2327.0,4.0
16581.0,3295.0,13166.0,4.0
16616.0,959.0,886.0,4.0
17512.0,2857.0,5754.0,4.0
18899.0,787.0,2670.0,4.0
20514.0,7437.0,476.0,4.0
20525.0,6084.0,2290.0,4.0
23616.0,8407.0,11513.0,4.0
