Arrival_time,Service_duration,Time_to_abandon,Day
292.0,1654.0,9303.0,1.0
399.0,626.0,7127.0,1.0
481.0,1487.0,2208.0,1.0
945.0,20235.0,2481.0,1.0
1075.0,5420.0,12990.0,1.0
1213.0,2124.0,4284.0,1.0
1595.0,875.0,479.0,1.0
1954.0,414.0,680.0,1.0
2005.0,4662.0,765.0,1.0
2041.0,4392.0,5052.0,1.0
2890.0,10016.0,3620.0,1.0
2934.0,2838.0,2788.0,1.0
3257.0,10587.0,2971.0,1.0
3570.0,241.0,50.0,1.0
3925.0,308.0,2201.0,1.0
4059.0,2184.0,1031.0,1.0
4108.0,1863.0,7563.0,1.0
4345.0,1035.0,7874.0,1.0
4364.0,2666.0,497.0,1.0
5286.0,2792.0,5974.0,1.0
5758.0,4452.0,1291.0,1.0
5759.0,5376.0,1007.0,1.0
5883.0,2065.0,1290.0,1.0
6405.0,3751.0,3427.0,1.0
6574.0,7552.0,468.0,1.0
6584.0,338.0,800.0,1.0
6595.0,6826.0,950.0,1.0
6832.0,462.0,13290.0,1.0
6853.0,5360.0,732.0,1.0
6937.0,5740.0,965.0,1.0
7252.0,2455.0,12332.0,1.0
7403.0,3156.0,1074.0,1.0
7501.0,4493.0,3994.0,1.0
7626.0,1764.0,5536.0,1.0
7711.0,948.0,2131.0,1.0
7904.0,277.0,5203.0,1.0
8584.0,10801.0,2489.0,1.0
8654.0,1257.0,10015.0,1.0
9315.0,2920.0,2038.0,1.0
9757.0,219.0,1037.0,1.0
10864.0,4676.0,633.0,1.0
11379.0,3188.0,5554.0,1.0
11453.0,852.0,7069.0,1.0
11536.0,957.0,8988.0,1.0
12424.0,1978.0,3060.0,1.0
12484.0,2236.0,3603.0,1.0
12706.0,1054.0,6231.0,1.0
12814.0,219.0,5973.0,1.0
13128.0,2781.0,854.0,1.0
14170.0,140.0,10203.0,1.0
14792.0,871.0,3327.0,1.0
14844.0,1464.0,3714.0,1.0
15025.0,9639.0,2792.0,1.0
16321.0,1068.0,690.0,1.0
16616.0,190.0,622.0,1.0
16630.0,5641.0,6746.0,1.0
16788.0,97.0,550.0,1.0
18470.0,1839.0,817.0,1.0
18692.0,2998.0,617.0,1.0
18786.0,8380.0,244.0,1.0
18924.0,3066.0,3067.0,1.0
19780.0,5448.0,3941.0,1.0
20068.0,126.0,10680.0,1.0
20347.0,1824.0,1149.0,1.0
21105.0,1963.0,6370.0,1.0
21265.0,876.0,1615.0,1.0
21560.0,7691.0,1450.0,1.0
22239.0,803.0,2284.0,1.0
23422.0,1124.0,569.0,1.0
24293.0,811.0,5400.0,1.0
25050.0,7151.0,4834.0,1.0
26227.0,9988.0,1464.0,1.0
