Arrival_time,Service_duration,Time_to_abandon,Day
693.0,5202.0,3863.0,1.0
1133.0,315.0,3778.0,1.0
1201.0,5450.0,8365.0,1.0
1712.0,4416.0,3500.0,1.0
1909.0,2436.0,3992.0,1.0
1975.0,357.0,3339.0,1.0
2032.0,3259.0,5799.0,1.0
2320.0,6938.0,12990.0,1.0
2368.0,254.0,14663.0,1.0
2918.0,2153.0,5556.0,1.0
3019.0,5784.0,671.0,1.0
3593.0,1192.0,3253.0,1.0
3774.0,1382.0,3608.0,1.0
3819.0,5938.0,1213.0,1.0
3922.0,442.0,1761.0,1.0
4025.0,19445.0,730.0,1.0
4626.0,60.0,1218.0,1.0
4631.0,8394.0,8042.0,1.0
4707.0,1589.0,4495.0,1.0
4773.0,3902.0,4748.0,1.0
4872.0,2047.0,3491.0,1.0
4986.0,1314.0,262.0,1.0
5183.0,822.0,3865.0,1.0
5381.0,2784.0,790.0,1.0
5598.0,3809.0,1470.0,1.0
5627.0,751.0,2470.0,1.0
5807.0,5458.0,225.0,1.0
5863.0,6696.0,925.0,1.0
6274.0,1494.0,7949.0,1.0
6287.0,1981.0,1215.0,1.0
6505.0,7020.0,269.0,1.0
6626.0,2999.0,269.0,1.0
6671.0,1182.0,7043.0,1.0
6713.0,1725.0,1001.0,1.0
7090.0,13479.0,198.0,1.0
7197.0,466.0,3605.0,1.0
7440.0,4537.0,5120.0,1.0
7574.0,316.0,1729.0,1.0
7825.0,3215.0,2541.0,1.0
8196.0,5825.0,4338.0,1.0
8290.0,13259.0,3683.0,1.0
8304.0,3055.0,9727.0,1.0
8317.0,8440.0,657.0,1.0
8447.0,7752.0,10872.0,1.0
8559.0,9818.0,517.0,1.0
8591.0,2333.0,5781.0,1.0
8805.0,9708.0,7525.0,1.0
8865.0,5446.0,2308.0,1.0
9013.0,371.0,1605.0,1.0
9185.0,4438.0,2639.0,1.0
9418.0,2482.0,420.0,1.0
9720.0,3803.0,11979.0,1.0
9806.0,5940.0,402.0,1.0
9865.0,575.0,4068.0,1.0
9945.0,1097.0,2259.0,1.0
10140.0,6307.0,6042.0,1.0
10700.0,1860.0,1471.0,1.0
10939.0,2701.0,2151.0,1.0
11138.0,1272.0,3346.0,1.0
11353.0,1858.0,1171.0,1.0
12776.0,2935.0,907.0,1.0
12986.0,8507.0,1532.0,1.0
13017.0,2646.0,2969.0,1.0
13139.0,3533.0,692.0,1.0
13412.0,4490.0,749.0,1.0
13457.0,2921.0,557.0,1.0
13494.0,5722.0,8499.0,1.0
13989.0,3148.0,8722.0,1.0
14197.0,1158.0,3134.0,1.0
14634.0,2662.0,3688.0,1.0
14908.0,2215.0,4315.0,1.0
15062.0,13282.0,1119.0,1.0
16819.0,7342.0,64.0,1.0
17162.0,4238.0,3538.0,1.0
17520.0,12590.0,4706.0,1.0
17987.0,992.0,3673.0,1.0
18183.0,3240.0,6785.0,1.0
19947.0,784.0,3019.0,1.0
