Arrival_time,Service_duration,Time_to_abandon,Day
21612.0,136.0,59.0,1.0
21653.0,136.0,187.0,1.0
21744.0,136.0,240.0,1.0
21917.0,136.0,19.0,1.0
22019.0,136.0,76.0,1.0
22087.0,136.0,47.0,1.0
22102.0,136.0,128.0,1.0
22166.0,136.0,140.0,1.0
22294.0,136.0,385.0,1.0
22299.0,136.0,55.0,1.0
22389.0,136.0,93.0,1.0
22426.0,136.0,99.0,1.0
22475.0,136.0,39.0,1.0
22756.0,324.0,139.0,1.0
22889.0,324.0,23.0,1.0
22990.0,324.0,105.0,1.0
23113.0,324.0,87.0,1.0
23275.0,324.0,11.0,1.0
23459.0,110.0,47.0,1.0
23493.0,110.0,277.0,1.0
23523.0,110.0,53.0,1.0
23560.0,110.0,34.0,1.0
23633.0,110.0,34.0,1.0
23802.0,110.0,24.0,1.0
23887.0,110.0,58.0,1.0
23892.0,110.0,25.0,1.0
23949.0,110.0,201.0,1.0
23977.0,110.0,45.0,1.0
24139.0,110.0,215.0,1.0
24178.0,110.0,86.0,1.0
24190.0,110.0,514.0,1.0
24204.0,110.0,18.0,1.0
24208.0,110.0,42.0,1.0
24238.0,110.0,269.0,1.0
24240.0,110.0,26.0,1.0
24248.0,110.0,149.0,1.0
24263.0,110.0,390.0,1.0
24287.0,110.0,95.0,1.0
24288.0,110.0,105.0,1.0
24329.0,144.0,137.0,1.0
24342.0,144.0,62.0,1.0
24361.0,144.0,115.0,1.0
24365.0,144.0,89.0,1.0
24436.0,144.0,97.0,1.0
24489.0,144.0,25.0,1.0
24578.0,144.0,167.0,1.0
24614.0,144.0,452.0,1.0
24623.0,144.0,677.0,1.0
24747.0,144.0,48.0,1.0
24860.0,144.0,150.0,1.0
24866.0,144.0,24.0,1.0
24918.0,144.0,158.0,1.0
24919.0,144.0,83.0,1.0
24996.0,144.0,4.0,1.0
25026.0,144.0,37.0,1.0
25042.0,144.0,217.0,1.0
25047.0,144.0,96.0,1.0
25060.0,144.0,65.0,1.0
25148.0,144.0,136.0,1.0
25248.0,162.0,167.0,1.0
25275.0,162.0,2.0,1.0
25278.0,162.0,88.0,1.0
25298.0,162.0,146.0,1.0
25339.0,162.0,130.0,1.0
25344.0,162.0,16.0,1.0
25382.0,162.0,184.0,1.0
25389.0,162.0,43.0,1.0
25393.0,162.0,196.0,1.0
25407.0,162.0,143.0,1.0
25428.0,162.0,384.0,1.0
25524.0,162.0,53.0,1.0
25525.0,162.0,72.0,1.0
25570.0,162.0,71.0,1.0
25609.0,162.0,39.0,1.0
25620.0,162.0,73.0,1.0
25702.0,162.0,333.0,1.0
25752.0,162.0,66.0,1.0
25781.0,162.0,9.0,1.0
25782.0,162.0,93.0,1.0
25791.0,162.0,326.0,1.0
25957.0,162.0,168.0,1.0
25968.0,162.0,8.0,1.0
25993.0,162.0,110.0,1.0
25997.0,162.0,49.0,1.0
26020.0,162.0,40.0,1.0
26058.0,162.0,133.0,1.0
26058.0,162.0,19.0,1.0
26089.0,162.0,13.0,1.0
26120.0,132.0,230.0,1.0
26150.0,132.0,45.0,1.0
26198.0,132.0,27.0,1.0
26213.0,132.0,49.0,1.0
26216.0,132.0,219.0,1.0
26220.0,132.0,149.0,1.0
26244.0,132.0,409.0,1.0
